Object Type,Object Name,Control Name,Property Name,Old Value,New Value,Time
"Form","frmCustomers","CompanyName","ControlSource","CompanyName","Name",
"Query","qryCustWorkOrderDetail",,,"SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.CustID FROM tblCustWorkOrderDetail; ","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[CustID] FROM tblCustWorkOrderDetail; ",
"Form","tblOrdDetCustAwngssubform",,"RecordSource","SELECT [tblOrdDetCustAwngs].[WorkOrderNo], [tblOrdDetCustAwngs].[Qty], [tblOrdDetCustAwngs].[Description], [tblOrdDetCustAwngs].[Material], [tblOrdDetCustAwngs].[Color], [tblOrdDetCustAwngs].[SizeWgt], [tblOrdDetCustAwngs].[Condition], [tblOrdDetCustAwngs].[Price] FROM [tblOrdDetCustAwngs]","SELECT [tblOrdDetCustAwngs].[WorkOrderNo], [tblOrdDetCustAwngs].[Qty], [tblOrdDetCustAwngs].[Description], [tblOrdDetCustAwngs].[Material], [tblOrdDetCustAwngs].[Color], [tblOrdDetCustAwngs].[SizeWgt], [tblOrdDetCustAwngs].[Condition], [tblOrdDetCustAwngs].[Price] FROM tblOrdDetCustAwngs; ",
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT tblCustAwngs.* FROM tblCustAwngs;","SELECT tblCustAwngs.* FROM tblCustAwngs; ",
"Report","InHouseCleanWO",,"RecordSource","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID;","SELECT [tblCustomers].[CustID] AS tblCustomers_CustID, [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID]; ",
"Report","InHouseCleanWO",,"RecordSource","SELECT [tblCustomers].[CustID] AS tblCustomers_CustID, [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[MailAddress], [tblCustomers].[MailCity], [tblCustomers].[MailState], [tblCustomers].[MailZip], [tblCustomers].[ShipAddress], [tblCustomers].[ShipState], [tblCustomers].[ShipCity], [tblCustomers].[ShipZip], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].Condition, [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID]; ","SELECT [tblCustomers].[CustID] AS tblCustomers_CustID, [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[MailAddress], [tblCustomers].[MailCity], [tblCustomers].[MailState], [tblCustomers].[MailZip], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].Condition, [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID]; ",
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT tblCustAwngs.Description, tblCustAwngs.Qty, tblCustAwngs.Material, tblCustAwngs.Color, tblCustAwngs.SizeWgt, tblCustAwngs.Condition, tblCustAwngs.Price FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderderail]![custid]));","SELECT [tblCustAwngs].[Description], [tblCustAwngs].[Qty], [tblCustAwngs].[Material], [tblCustAwngs].[Color], [tblCustAwngs].[SizeWgt], [tblCustAwngs].[Condition], [tblCustAwngs].[Price] FROM tblCustAwngs WHERE ((([tblCustAwngs].[CustID])=[forms]!workorderderail![custid])); ",
"Report","CleaningLog",,"RecordSource","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustomers].[Contact], [tblCustomers].[Source], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[WorkOrderNo] FROM ([tblCustomers] INNER JOIN [tblCustWorkOrderDetail] ON [tblCustomers].[CustID] =[tblCustWorkOrderDetail].[CustID])","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustomers].[Contact], [tblCustomers].[Source], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[WorkOrderNo] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID]; ",
"Report","CleaningLog",,"RecordSource","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID], [tblCustWorkOrderDetail].[DateCompleted], [tblCustomers].[Name], [tblCustomers].[Source] FROM ([tblCustomers] INNER JOIN [tblCustWorkOrderDetail] ON [tblCustomers].[CustID] =[tblCustWorkOrderDetail].[CustID])","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID], [tblCustWorkOrderDetail].[DateCompleted], [tblCustomers].[Name], [tblCustomers].[Source] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID]; ",
"Query","CleaningLog",,,"SELECT tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustWorkOrderDetail.DateCompleted, tblCustomers.Name, tblCustomers.Source FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID; ","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID], [tblCustWorkOrderDetail].[DateCompleted], [tblCustomers].[Name], [tblCustomers].[Source] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID]; ",
"Query","CleaningLog",,,"SELECT tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustWorkOrderDetail.DateCompleted, tblCustomers.Name, tblCustomers.Source FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID WHERE (((tblCustWorkOrderDetail.DateIn)=[Enter the Date])); ","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID], [tblCustWorkOrderDetail].[DateCompleted], [tblCustomers].[Name], [tblCustomers].[Source] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[DateIn])=[Enter the Date])); ",
"Query","qryCustWorkOrderDetail",,,"SELECT [tblCustWorkOrderDetail].WorkOrderNo, [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[CustID] FROM tblCustWorkOrderDetail; ","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[CustID] FROM tblCustWorkOrderDetail; ",
"Query","qryCustWorkOrderDetail",,,"SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[CustID] FROM tblCustWorkOrderDetail; ","SELECT [tblCustWorkOrderDetail].WorkOrderNo, [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[CustID] FROM tblCustWorkOrderDetail; ",
"Query","CleaningLog",,,"SELECT tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustWorkOrderDetail.DateCompleted, tblCustomers.Name, tblCustomers.Source FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Enter the Beginning Work Order:] And [Enter the Ending Work Order:])); ","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID], [tblCustWorkOrderDetail].[DateCompleted], [tblCustomers].[Name], [tblCustomers].[Source] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Enter the Beginning Work Order:] And [Enter the Ending Work Order:])); ",
"Query","CleaningLog",,,"SELECT tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustWorkOrderDetail.DateCompleted, tblCustomers.Name, tblCustomers.Source FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Enter the Beginning Work Order:] And [Enter the Ending Work Order:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID], [tblCustWorkOrderDetail].[DateCompleted], [tblCustomers].[Name], [tblCustomers].[Source] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Enter the Beginning Work Order:] And [Enter the Ending Work Order:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Table","tblCustomersold","Source","RowSource","SELECT tblSource.SSource, tblSource.SourceAddress, tblSource.SourceState, tblSource.SourceCity, tblSource.SourceZip FROM tblSource; ","SELECT [tblSourceold].[SSource], [tblSourceold].[SourceAddress], [tblSourceold].[SourceState], [tblSourceold].[SourceCity], [tblSourceold].[SourceZip] FROM tblSourceold; ",
"Table","tblCustomers","Source","RowSource","SELECT [tblSourceold].[SSource], [tblSourceold].[SourceAddress], [tblSourceold].[SourceState], [tblSourceold].[SourceCity], [tblSourceold].[SourceZip] FROM tblSourceold;","SELECT [tblSourceold].[SSource], [tblSourceold].[SourceAddress], [tblSourceold].[SourceState], [tblSourceold].[SourceCity], [tblSourceold].[SourceZip] FROM tblSourceold; ",
"Query","qryCustWorkOrderDetail",,,"SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.CustID FROM tblCustWorkOrderDetail; ","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[CustID] FROM tblCustWorkOrderDetail; ",
"Form","frmCustomers","cboSource","RowSource","SELECT tblSource.SSource, tblSource.SourceAddress, tblSource.SourceCity, tblSource.SourceState, tblSource.SourceZip FROM tblSource; ","SELECT [tblSourceold].[SSource], [tblSourceold].[SourceAddress], [tblSourceold].[SourceCity], [tblSourceold].[SourceState], [tblSourceold].[SourceZip] FROM tblSourceold; ",
"Form","subwosummary",,"RecordSource","SELECT qryCustWorkOrderDetail.WorkOrderNo, qryCustWorkOrderDetail.DateCompleted, qryCustWorkOrderDetail.SeeRepair, qryCustWorkOrderDetail.Clean, qryCustWorkOrderDetail.Treat, qryCustWorkOrderDetail.CustID FROM qryCustWorkOrderDetail; ","SELECT [qryCustWorkOrderDetail].[WorkOrderNo], [qryCustWorkOrderDetail].[DateCompleted], [qryCustWorkOrderDetail].[SeeRepair], [qryCustWorkOrderDetail].[Clean], [qryCustWorkOrderDetail].[Treat], [qryCustWorkOrderDetail].[CustID] FROM qryCustWorkOrderDetail; ",
"Form","frmSource",,"RecordSource","tblSource","tblSourceold",
"Form","frmSource",,"RecordSource","tblSourceold","tblSource",
"Query","qryInComplete",,,"SELECT tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.Source, tblCustomers.SourceOld, tblCustWorkOrderDetail.Name FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID=tblCustWorkOrderDetail.CustID WHERE (((tblCustWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[Source], [tblCustomers].[SourceOld], [tblCustWorkOrderDetail].[Name] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[DateCompleted]) Is Null)) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Report","rptIncomplete Jobs","Source","RowSource","SELECT tblSource.SSource, tblSource.SourceAddress, tblSource.SourceState, tblSource.SourceCity, tblSource.SourceZip FROM tblSource; ","SELECT [tblSource].[SSource], [tblSource].[SourceAddress], [tblSource].[SourceState], [tblSource].[SourceCity], [tblSource].[SourceZip] FROM tblSource; ",
"Query","qryIncompleteByCompany",,,"SELECT tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.Source, tblCustWorkOrderDetail.Name FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID=tblCustWorkOrderDetail.CustID WHERE (((tblCustomers.Source) Like [Enter Company Name: ] & ""*"") AND ((tblCustWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[Source], [tblCustWorkOrderDetail].[Name] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustomers].[Source]) Like [Enter Company Name: ] & ""*"") And (([tblCustWorkOrderDetail].[DateCompleted]) Is Null)) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Query","qryIncompleteByCompanyOld",,,"SELECT tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.SourceOld, tblCustWorkOrderDetail.Name FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID=tblCustWorkOrderDetail.CustID WHERE (((tblCustomers.SourceOld) Like [Enter Company Name: ] & ""*"") AND ((tblCustWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[SourceOld], [tblCustWorkOrderDetail].[Name] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustomers].[SourceOld]) Like [Enter Company Name: ] & ""*"") And (([tblCustWorkOrderDetail].[DateCompleted]) Is Null)) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Query","qryInCompleteRush",,,"SELECT tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.Source, tblCustomers.SourceOld, tblCustWorkOrderDetail.Name, tblCustWorkOrderDetail.DateRequired FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID=tblCustWorkOrderDetail.CustID WHERE (((tblCustWorkOrderDetail.RushOrder)=Yes) AND ((tblCustWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","SELECT [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[Source], [tblCustomers].[SourceOld], [tblCustWorkOrderDetail].[Name], [tblCustWorkOrderDetail].[DateRequired] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[RushOrder])=Yes) And (([tblCustWorkOrderDetail].[DateCompleted]) Is Null)) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Report","rptRushOrdersIncomplete","Source","RowSource","SELECT tblSource.SSource, tblSource.SourceAddress, tblSource.SourceState, tblSource.SourceCity, tblSource.SourceZip FROM tblSource; ","SELECT [tblSource].[SSource], [tblSource].[SourceAddress], [tblSource].[SourceState], [tblSource].[SourceCity], [tblSource].[SourceZip] FROM tblSource; ",
"Form","frmCustomers","cboSource","RowSource","SELECT [tblSourceold].[SSource], [tblSourceold].[SourceAddress], [tblSourceold].[SourceCity], [tblSourceold].[SourceState], [tblSourceold].[SourceZip] FROM tblSourceold; ","SELECT [tblSource].[SSource], [tblSource].[SourceAddress], [tblSource].[SourceCity], [tblSource].[SourceState], [tblSource].[SourceZip] FROM tblSource; ",
"Report","InHouseCleanWO",,"RecordSource","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID=tblCustWorkOrderDetail.CustID; ","SELECT [tblCustomers].[CustID] AS tblCustomers_CustID, [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID]; ",
